text,OTP_GT
004323 OTP Rapido app verification. Vku3h7qjnN2 - Rapido,004323
Use OTP 594806 log Swiggy account. share OTP number anyone including Swiggy personnel,594806
8271 is the otp to complete your ICICIdirect account opening verification. Do not disclose otp to anyone. otp is valid for limited time.,8271
Enter 54231 OTP to verify your account,54231
Use 244974 as your OTP to login. Rapido!.,244974
405411 OTP login Zomato account. disclose anyone. AlOe4TVDpqm,405411
429580 is the otp for your Dream11 account. NEVER SHARE YOUR otp WITH ANYONE. Dream11 will never call or message to ask for the otp.,429580
The Secret otp for Online Purchase is 752500 on Card ending 3677 for txn INR 149.00 at HOTSTAR .Valid till 15:52:51. Pls do not share with anyone. -CUB,752500
604766 is the code to authorize your transaction.,604766
code 1043,1043
Your OTP is 5487. Do not share it with anyone.,5487
<#> 0519 is the otp for your Airtel Thanks app login. Valid for 15 mins. Please do not share this with anyone N9BWuqauU1y,0519
448883 is the code to authorize your transaction.,448883
3126 is the Mpin for Your Ebook Application -KVB,3126
684488 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,684488
369154 is your verification number for access.,369154
Please enter 21053 to complete your authentication.,21053
3932 is the OTP for mobile number verification. Please enter it in the space provided in the website. Thank you for using Sulekha.,3932
Your one-time password (OTP) is 820488. Valid for 10 minutes.,820488
709456 Zomato verification code. Enjoy :- tzq5yFMlr4q,709456
408465 is the otp for txn of at on your Debit Card ending 4265 valid for 5 mins. Please do not share otp with anyone.-Canara Bank,408465
"Hi, your verification PIN is 9739.",9739
Use OTP 445767 login Swiggy Account. Swiggy doesnt ask OTP Contact number shared anyone including Swiggy Personnel.,445767
"You have Laptop/Computer/Smart Phone,Our Company is Providing Work From Home Typing Job, Salary up-to Rs.30k- PM, Details Call/ WhatsApp: Karan- 7838058669",nan
<#> 065049 is the otp for Rapido app verification. //vZSzVMXYs - Rapido,065049
Please enter 434525 to complete your authentication.,434525
984014 is your OTP. Do not share. Card 8132 txn Rs.48571.87 at Razorpay.,984014
"Hi, your verification PIN is 583813.",583813
Hi 439926 OTP deactivate account SLICE. Visit case issues. OTP valid next 299 seconds. -slice,439926
Bank of America: Here is your access code: 319324. Do not share this with anyone.,319324
Dear UserYour Verification Code OTP : 2507 Update Profile Digital Gujarat request id: 1435384,2507
code 583344,583344
Google OTP: G-877435. Do not share it with anyone.,877435
Your OTP is 341277. Do not share it with anyone.,341277
Hi 797175 OTPone time password. Please enter OTP proceed. Thanks Team MyShopPrime.,797175
OTP register/access CoWIN 976936. valid 3 minutes. - CoWIN,976936
802577 is the code to authorize your transaction.,802577
410863 OTP HDB OnTheGo activation.Do share OTP security reasons - HDB FINANCIAL SERVICES LIMITED,410863
375486 is your verification number for access.,375486
"Hi, your verification PIN is 878646.",878646
A/c 7069. at Razorpay. Rs.3119.97 has been debited. Your OTP is 1260.,1260
<#> PayPal: Your security code is 727112. Your code expires in 10 minutes. Please don't reply to this message. 3/3p3o0TedB,727112
Enter 829519 OTP to verify your account,829519
0822 is your OTP. Do not share. Card XX4006 txn Rs.31473.0 at Punjab&Sind Bank.,0822
"Dear Customer, OTP TO INITIATE E-MANDATE SBI REQUEST ID TM2212029597801 OF RS. 500000.00 IN A/C NO. XXXX1899 IS 99767636. DO NOT SHARE IT WITH ANYONE. -SBI",99767636
389730 Facebook code LaznxCarLW,389730
625631 Disney Hotstar verification code. Enjoy watching /wAX/OsgZgE,625631
Use 910051 as your OTP to login. Rapido!.,910051
OTP register/access CoWIN 586645. valid 3 minutes. - CoWIN,586645
Use 650485 as your OTP to login. Rapido!.,650485
Your Ola OTP is 479140 for ride verification.,479140
OTP Meesho Superstore login 735490. OTP valid 5 mins. AvL4qIYrwj8 Meesho,735490
Enter 374838 OTP to verify your account,374838
"662186 is LAZYPAY otp. By confirming otp, you agree to lazypay.in/tnc. NEVER SHARE otp WITH ANYONE. WE NEVER CALL TO VERIFY otp. r2HQb4e48kg",662186
399476 is the code to authorize your transaction.,399476
Your one-time password (OTP) is 884241. Valid for 10 minutes.,884241
Digital KYC Customer Verification code 783060 valid 15 min.,783060
Use 46421 as your OTP to login. Rapido!.,46421
Google OTP: G-182755. Do not share it with anyone.,182755
232356 - confirmation code for secure access.,232356
Your one-time passcode (OTP) for Google is G-485695.,485695
"Ekart Update: We tried reaching you for shipment FMPC1815302951. Please call delivery executive today on 01169060009, pin 286.",nan
041143 OTP txn INR 500.00 Rummytime Debit Card ending 4265 valid 5 mins. Please share OTP anyone.-Canara Bank,041143
cant stop thinking Use code WELCOMEBACK Swiggy 60 addn. cashback Paytm. Order now:,nan
8205 Mitra verification code. Please share anyone. jOvA6R6oOI,8205
581170 is the code to authorize your transaction.,581170
Please enter 203127 to complete your authentication.,203127
Your one-time password (OTP) is 965893. Valid for 10 minutes.,965893
566602 Mitra verification code. Please share anyone. jOvA6R6oOI,566602
793528 is the code to authorize your transaction.,793528
598436 OTP UMANG valid 30 minutes. Please share OTP anyone. Generated 09/Mar/2022 23:03 IST IST yfIu9P63dty,598436
Enter 511626 OTP to verify your account,511626
Authentication code: 579469. Keep it safe.,579469
Use 466808 as your OTP to login. Rapido!.,466808
370364 is the code to authorize your transaction.,370364
"Hi, your verification PIN is 304343.",304343
"Ekart Update: We tried reaching you for shipment FMPC1854778553. Please call delivery executive today on 01169060009, pin 273.",nan
"Dear customer, your OTP is 809291. Do not share this with anyone. - Kotak",809291
"Dear Customer, Your UPI PIN set is successful. Contact Bank Help line (18004250018) if the request is not initiated by you. Never share your Card Details/OTP/UPI PIN to others - Canara Bank.",nan
Use G-882969 as your verification code for Google.,882969
794237 is the code to authorize your transaction.,794237
Authentication code: 916953. Keep it safe.,916953
"Dear Candidate Sal 25k to 45k We Are Hiring Data Entry & Typing Work Home work: for Comptr/Lptop/Android Phone Details.Call 8384023059
HOME BASE EXPERT",nan
Hi OTP 998489 access Acko account. security reasons share OTP anyone - Team Acko. c6t874hvgkf,998489
"17083 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone. , Team PhonePe",17083
verification OTP Zomato 559817. -ZOMATO,559817
5264 Onetime password OTP QJobs account 9GWFk6mSBui QJOBSS,5264
Hi 2826 OTP deactivate account SLICE. Visit case issues. OTP valid next 299 seconds. -slice,2826
Authentication code: 684984. Keep it safe.,684984
"Dear User, Your login otp has been generated. otp is : 8154. DONT SHARE IT WITH ANYONE. WE NEVER CALL TO VERIFY YOUR otp. puMiNchey3g",8154
Use 428809 as your OTP to login. Rapido!.,428809
Your otp : 7108,7108
SBI: Confirm your login with code: 873119. Do not share this with anyone.,873119
Your OTP for Debit Card ending 3610 is 090016. Use this at HDFC Bank ATM to create ATM PIN before 25May22.Never share OTP with anyone. Bank never asks for OTP.,090016
Enter 832578 OTP to verify your account,832578
Google OTP: G-534504. Do not share it with anyone.,534504
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",nan
Verification alert: 705-683 is your authentication code.,705683
Enter 883608 OTP to verify your account,883608
Enter 380481 OTP to verify your account,380481
at CASHe. Total bal:Rs.14100.88. Your OTP is 2696. Card 6938.,2696
659783 OTP login Zomato account. disclose anyone. pQasI7DluU,659783
606640 is the code to authorize your transaction.,606640
Use 417332 as your OTP to login. Rapido!.,417332
"If You have Laptop/Computer/Smart Phone,Our Company is Providing Work From Home Typing Job, Salary up-to Rs.30k- PM, Details Call/ WhatsApp: Dipti- 8510926171",nan
verification OTP 645980 -ZOMATO,645980
<#> 255525 is the otp for Rapido app verification. //vZSzVMXYs - Rapido,255525
verification OTP 728782 -ZOMATO,728782
Dear User OTP : 463861 DONT SHARE ANYONE. NEVER CALL VERIFY OTP,463861
Use 434082 as your OTP to login. Rapido!.,434082
<#> 2598 is your otp to register with Bueno FinanceFqkyGjSI43O,2598
"Ecom Express Executive 08046809000 PIN 41310 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 957072",957072
Your verification code is 287-635. Do not share it with anyone.,287635
Use OTP 487195 login Swiggy Account. Swiggy doesnt ask OTP Contact number shared anyone including Swiggy Personnel.,487195
"Out for Delivery: Aroma NB119 Titanium -... with tracking ID FMPC1763186821 from flipkart.com, will be delivered between 01:30PM - 05:30PM today by an EKART Wish Master (call 04440114101, PIN 123). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/K5M!59uuuN .",nan
Authentication code: 411087. Keep it safe.,411087
997376 is otp for HDB OnTheGo activation.Do not share otp for security reasons - HDB FINANCIAL SERVICES LIMITED,997376
806934 - confirmation code for secure access.,806934
Jio Delivery Code 789676. Please share representative receiving SIM delivery doorstep activation. SHARE CALL doorstep activation provided. Jio ask password OTP codes call. Jio Express request serviced Nanthakumar Mob-9789957671. Kindly provide valid POI/POA Jio Representative KYC. present address KYC activation process.,789676
959691 is the otp for payout link of INR 40.20 from RazorpayX account Vahan Technologies India Priva. otp is valid till 17:06:32.000 IST. Do not share with anyone.@payout-links.razorpay.com #959691,959691
976193 is the code to authorize your transaction.,976193
Your OTP is 515416. Do not share it with anyone.,515416
OTP: 414505 Welcome Moj. Indias favourite app LSKMUVt/Mm.,414505
999417 is the code to authorize your transaction.,999417
Your OTP is 979209. Do not share it with anyone.,979209
Your Ola OTP is 733551 for ride verification.,733551
Authentication code: 828043. Keep it safe.,828043
7970 Verification OTP Login. PROMARC,7970
0069 is your OTP. Do not share. Card 8132 txn Rs.904.37 at Simpl.,0069
STPLODYour verification code 7574,7574
"otp : 3723 Proposal No : SR5542474For policy issuance, enter otp on Proposal page and click Make Payment.Insured : MR DILBAG  SINGHEngine-Chassis : 4675482 - 276500Model: IGNIS BS-VI ZETA 1.2L PETROLRegistration No: HP36E1795Ins. Co. : National InsurancePolicy Start Date : 27/08/2021Nominee : SMT NIRMLA DEVITotal IDV : 484862Add-ons : ZD,EP,RTINCB : 1433Part A Premium : Rs.5734(Premium Advantage Applied)Part B Premium: 0Stand Alone CPA: 0Gross Premium : 12373Maruti Suzuki Insurance Broking",3723
7065 code booking Home Counselling Session BYJUS 2022-02-19 00:00:00 2:00 PM. Please provide code counsellor complete booking,7065
Your OTP for login to Fiewin platform is 7174,7174
Your one-time password (OTP) is 319635. Valid for 10 minutes.,319635
0907 is your OTP. Do not share. Card 8981 txn Rs.42487.69 at m.,0907
485042 is the otp for payout link of INR 10.10 from RazorpayX account Vahan Technologies India Priva. otp is valid till 17:23:26.000 IST. Do not share with anyone.@payout-links.razorpay.com #485042,485042
<#> Your Shadowfax OTP for login is 911407 6gW4yAjEoWG,911407
"Dear customer, your OTP is 236940. Do not share this with anyone. - HDFC Bank",236940
566602 Mitra verification code. Please share anyone. jOvA6R6oOI,566602
Use G-237915 as your verification code for Google.,237915
Your one-time password (OTP) is 770575. Valid for 10 minutes.,770575
otp Alert!No Bajaj Finance Ltd. employee will call & ask for otp. Secret login otp is 285749. Do not share with anyone.@www.bajajfinserv.in #285749,285749
OTP: 414505 Welcome Moj. Indias favourite app LSKMUVt/Mm.,414505
verification OTP 483381 -ZOMATO,483381
Use 226532 to verify your WhatsApp account.,226532
Your OTP is 924960. Do not share it with anyone.,924960
OTP register/access CoWIN 769193. valid 3 minutes. - CoWIN,769193
Use 860324 as your OTP to login. Rapido!.,860324
Dear Customer OTP reset State Bank Internet Banking Login Password 967516. share anyone. -SBI,967516
Enter 804013 OTP to verify your account,804013
Please enter 498484 to complete your authentication.,498484
Dear Vision11 User Mobile Verify OTP is: 143891. Never share anyone. Thank Choosing Vision11. ze0rf3n0w5K,143891
Thanks choosing BSNL. BSNL 8300359513 CAF BD74222937 ready Tele-verification. Dial 1507 BSNL number use PIN 948671 Tele-Verification.,948671
